,SITE_GUBUN,PART_GROUP_ID,PART_SUB_ID,PART_ID,KEYWORD_GUBUN,RLT_VALUE_01,RLT_VALUE_02,RLT_VALUE_03,RLT_VALUE_04,RLT_VALUE_05,RLT_VALUE_06,RLT_VALUE_07,RLT_VALUE_08,RLT_VALUE_09,RLT_VALUE_10
971,G,P10,S34,153452,0,촉촉하고,트러블,적당,유분,보습력,1.67,1.46,1.2,1.08,0.87
972,G,P10,S34,153452,1,적당히 바르기 좋고 크림에 알갱이같은게 있어요,저녁에 세안하고 맨마지막 단계에서 크림을 바르는데 엄청 묽은 것도 아니고 막 꾸덕하지도 않아요,이게 순하면서 묵묵히 촉촉하고 좋아요,유튜버가 추천하길래 한번 사봤는데 만족합니다건성인데 한두번 바르면 적당히 수분유지도 해주고피부에 트러블도 안나서 좋아요할인할때 계속 구매할듯해요,민감성인데 속건조있으신 분들은테스트 후 한번 써보시면 좋을 것 같아요,,,,,
973,G,P10,S34,153941,0,24,장점,바르는,연고처럼,윤광이마음에,2.11,2.08,1.98,1.91,1.9
974,G,P10,S34,153941,1,장점  허브향이 강하게 나는 크림이에요,약간 한방 느낌이 나기도 하고 저는 괜찮았어요발림성 좋고 부드럽게 잘 스며들어요,밀리는 제형도 아니고 보습력도 괜찮아서 잘 사용했어요,얼굴에 광도 예쁘게 돌더라구요,이 제품 썼을 때 올라오는 윤광이마음에 들었어요,,,,,
975,G,P10,S34,153675,0,향이,,,,,1.65,,,,
976,G,P10,S34,153675,1,향이 좋고 부드럽고 약간 쫀쫀한 제형의 크림이에요,크림 무겁지 않고 좋은데 양을 조금 많이 하면 완전 뭉쳐버려서 계속 밀려나와요ㅠ 욕심부리지 말고 적당히 발라야 할것 같아요,향이 너무너무 좋아요,진짜 샤넬 제품들은 향이 너무좋은 거 같습니다,안티에이징이다보니 확실히 효과가 있는 것 같아요,,,,,
977,G,P10,S34,154326,0,그린,끈적임,플라보노이드,30,트러블,3.87,2.55,2.48,2.09,1.39
978,G,P10,S34,154326,1,제품협찬더랩바이블랑두 그린 플라보노이드30 크림50ml25000원시카를 17배 넘어선 그린진정크림모공막힘없는 스쿠알렌보습막24hr보습클린초이스 스탠타드환경을 생각한 클린제품전성분EWG인친님들 피드에서 자주 만났던 더랩바이블랑두는 패키지가 산뜻하고 예뻐 각인이 돼 정말 써보고싶어 욕심나는 브랜드였어요처음 만났음에도 친숙하고 기대에 어긋나지않는 제품이라 저의 손가락순위안에 들어가는 브랜드로 자리매김했답니다우선 플라보노이드 성분이라면 생소하실텐데요식물은 외부자극에서 버티려면자외선홍수가뭄같은 극한 상황에서도스스로 보호할수 있는 영양소가 필요한데그 성분을 플라보노이드라해요피부도 그런 영양성분이 필요로한데요알란토인D판테놀을 배합하여강화 된 진정케어로여드름 피부나 트러블케어에도 좋은효과를 볼수 있어요장시간 마스크로 진정효과를 필요로할때여드름피부로 번들거릴때속보습을 원할때건조한데도 트러블이 올라올때꼭 써줘야 할거같아요무향으로 부드러운 크림제형인데요신기하게도 수분보습막이 느껴져요롤링할때 촉촉함이 기분좋아지거든요끈적임없이 촉촉하고 지속력이 좋아라이트한제품은 보습력이 부족하고 리치한제품은 유분으로 끈적임이 부담스러울때 딱 적합한 제품이에요라벨도 떼기 쉬워 분리수거시 용이하답니다시카나 어성초성분제품으로도 효과를 못 보신분들이라면더랩바이블랑두 그린 플라보노이드30크림 추천드립니다15그램?15그램뷰티?15그래머?더랩바이블랑두?그린플라보노이드크림?진정크림?진정크림추천?올리브영진정크림?크림추천?thelabbyblancdoux?15g_korea thelabbyblancdoux?,순한 사용감부터 끈적임 없이 오래 가는 보습감까지 초민감 피부 찰떡무겁거나 모공을 막지 않고 유수분 균형을 유지해 줘서 트러블 났을 때 쓰기 좋아요텍스쳐는 뭔가 셔벗이 될랑말랑한 크림 타입셔벗 제형은 끈적임이 없고 크림 제형은 퍼짐성이 좋다면 그린 플라보노이드 크림은 두가지 제형의 장점을 모두 갖췄달까요단점이자 장점은 향료를 첨가하지 않아 약 냄새 같은 옅은 원료향이 나요,그리고 모공관리에 신경을 썼다곤 해도 트러블 유형에 따라 피지가 뭉치기도 하니 클렌징에 좀 더 신경쓰면 좋을 듯요 앗그리고 성분 역시 드라마틱하진 않아요ㅠ,모공으로부터 시작되는 트러블이라 성분과 흡수되는 과정에 신경을 쓴 듯요 크림단계에서 도포아쉽 가벼운 수분크림이라 겨울철특히 메이크업 전 단계엔 부족하니 보습이 충만한 기초케어를 조합하면 좋겠죠,성분 그린 플라보노이드시카 17배유해물질 활성 방해 과민반응케어 보습을 위해 스쿠알란 오일을 사용해 모공을 막지 않으면서 촉촉제형 크림색 겔 텍스처로 부드럽게 발리고 흡수 또한 빠름 사용 코시국 민감해진 피부를 진정시켜줄 수분크림으로 좋네요,,,,,
979,G,P11,S37,153986,1,더미코스의에프지에프7 메타바이옴 클렌저는무향인 투명의서서히 흐르는 제형으로물기가 없는 손에3회 펌핑해피부 결을 따라부드럽게 마사지하며풍성한 거품으로자극 없이메이크업과 노폐물을 지워내스킨 케어시까지당김이 느껴지지 않고촉촉하고 매끄러우며맑은 피부가 되요,,,,,,,,,
980,G,P10,S34,103222,0,건조,좋아,보습,유분이,트러블,2.78,2.35,1.66,1.64,1.47
981,G,P10,S34,103222,1,쓸만합니다타 엠디크림에 비해 발림성도 괜찮아요보습력도 괜찮고요 다만 발림성이 좋은대신 유지력은 좀 약한듯도 합니다당연한 소리지만보습력에 따라 성능이 갈린다면제로이드로션 인텐시브크림리치크림 순인듯요,저희 아가에겐 겨울철에는 약간 보습력이 부족한거같아요ㅠ,처방받아서 아기 땀띠 태열 침독으로 사용해봤는데 꾸덕하지않고 데일리로 바르기 좋아요,제 피부  속건조 지성 예민함 순한 걸 써야하는 피부제로이드 기초라인은 학창시절 여드름으로 고생할 때 피부과에서 처음,일단 제 피부가 조금만 안 맞아도 트러블이 생기고 예민하고 따가움을 잘 느끼는데 이 제품은 정말 순한 게 느껴지고 트러블도 없었어요,,,,,
982,G,P11,S37,150108,0,클렌징,비건,지워,오일,자극,7.32,3.38,3.06,2.84,2.68
983,G,P11,S37,150108,1,저도 향에 민감한 편이라 향이 별로면 진짜 못쓰는데 이거 사용할 때는 향 생각 하나도 안 날 정도로 안거슬렸어요샤베트 같은 제형이라 얼굴에 올렸을 때 너무 부드럽고 좋았어요,흘러내리지도 않고 사용 후에 피부가 안 건조하고 부드러웠어요저는 꼭 마스카라 리무버를 따로 사용해서 마스카라는 얼마나 잘 지워지는지 모르겠는데 파데 아이브로우섀도우  아이라이너 립은 다 깨끗하게 잘 지워졌어요클렌징 밤 뿐만아니라 토너앰플크림 등등 받았는데 전체적으로 다 순해서 좋았어요그리고 패키지가 다 너무 예뻐요ㅠㅠㅠ 쨍한 색감이라 너무 귀엽고ㅠㅠ,엥 향이 안 좋다고 하시는 분이 있는데 저는 정말 은은한 향이라고 생각해서 호불호 전혀 안 갈릴 줄 알았어요,사용해 봤는데너무너무 마음에 들어요액체가 아니라 사용하기도 편히하고 용량도고체라 그런건지 엄청 많아용용량이 많을 뿐만 아니라 자극도 심하지 않고화장도 엄청 잘 지워집니다,리무버로만 지워지는 마스카라도 잘 지워지고 자극도 적어서 넘넘 좋아요,,,,,
984,G,P11,S37,133521,0,오일,클렌징,지워,자극,세정력,9.16,7.65,4.06,3.05,2.73
985,G,P11,S37,133521,1,꺄얕 너무 좋아여ㅠ  촉촉하고 잘지워져요,이 오일은 진짜 찐입니다제가 턱쪽에만 피지 분비가 잘되는 편이라여드름이 턱 쪽에만 나요그래서 가끔씩 오일로 피지를 녹여줬는데이 제품은 쓰고 나서도 깔끔하고오일이 아니고 물 같아요,하지만 제 피부에는 안맞았던건지 얼굴에 트러블이 계속 올라왔고유화과정 정말 꼼꼼히 하고 2중세안했습니다,세정력도 우수한편은 아니었습니다,딱히 트러블 올라오는건 없었고 잘못 짜면 힘조절이 안되서 찍하고 정면으로 나와버리는게 단점이라면 단점,,,,,
986,G,P11,S37,105349,0,클렌징,지워,오일,부드럽게,자극,9.03,7.15,3.32,3.09,3.01
987,G,P11,S37,105349,1,떠서 하는게살짝 귀찮을 때도 잇지만 ㅋㅋㅋㅋ재미로눈도 안 아프고 마스카라랑 너무 잘 지워져요,클렌징 밤 하나면 메이크업 깔끔하게 지울 수 있어서 좋아요 ㅎㅎ,세안 할 때 필수템이라구요,클렌징은 매우 잘돼요 향은 음 뭐 호불호 있을법하지만 빠르게 문지르고 미온수로 행궈내면 그만이라 참고 사용할만은 해요,잘지워져서 너무 좋은 것 같아요,,,,,
988,G,P11,S37,21385,0,클렌징,지워,워터,가격도,가성비,4.71,3.53,2.99,2.77,2.72
989,G,P11,S37,21385,1,가성비가 너무 좋아요지울때 자극도 없어서 부담없이 쓰고 았어요,이 가격에 이 용량에 이 제품력어떤 것도 따라올 수 없음몇십통째인지 셀 수도 없을 정도로 쓴듯 마무리감도 청량하고클렌징 과정에서 자극이 생길 수 있는데 쿨링감 덕분에 금방 멀쩡해지고오히려 진정되는 느낌 오일이나 클렌징크림은 뭔가 갑갑하고 메이크업은 물론 클렌징제품까지 잔여감을 씻어내기가 힘든데 얘는 그냥 개운 그 자체스테디일 수 밖에 없다,화장도 잘 지워지고 듬뿍듬뿍 써도 부담스러운 가격이 아니기때문에 재구매도 자주 하게 됨 향도 무난하니 괜찮다고 생각함,뾰루지 올라올 때 걱정하지 말고 요 제품을 데일리로 사용하면 좋아요피부 진정효과도 있어서 너무 좋거라구요추천합니다,티트리라 뭔가 트러블에 좋을 거 같다는 생각도 들고요 세정력도 좋은 편입니다,,,,,
990,G,P11,S37,124228,0,지워,리무버,자극,여행,급하게,5.2,4.69,3.07,2.85,2.53
991,G,P11,S37,124228,1,느껴지지도 않아요눈에 오랜시간 올려놓지 않아도 금방부드럽게 지워지고여행갈때 액체형태로 가지고가면무겁고 부피도 큰데 패드로 슥슥 닦고 버리면되니까 너무 편하고 가격도 싸고앞으로도 계속 재구매할것같아요,여행갈때 외박해야할때진짜 완전 필수템이에요패드가 너무 뻣뻣하지 않고 피부에 자극이 된다,하도 추천해서 구매해 사용해보니 진짜 순하게 깨끗하게 제거되는데 다가 눈에 조금 들어가도 그렇게 막따갑다는 느낌이없어서 좋고 특히 패드 솜패드가 부드러워서  보통리무버 패드로 닦으면 진짜 빨게지고 그런데 그런게 없고 좋아요,진짜강함 워터프루프 빼고는 싹다지워지는 제품이에요 ㅎㅎ,처음에 화장 시작했을때는 아리얼 리무버 사서 화장솜에 열심히 묻혀서 사용했었는데 반복되는 일상에 모든게 귀찮아져서 화장 지우는게 귀찮아지더라고요ㅠㅠ 결정적이게 화장솜으로 눈을 박박 닦아서 눈에 자극을 줘서 눈이 피로하고 쫌 빨개져서 어떻게 할지 고민하다가 올리브영 직원분께 추천받아서 잘 사용하고 있습니다,,,,,
992,G,P10,S34,139205,0,수분,촉촉,유분,지성,위생적으로,8.84,2.73,2.38,2.17,2.16
993,G,P10,S34,139205,1,쫀쫀하게 수분막을 채워주는 듯한 크림이에요입구가 뽀족해서 주름사이사이로 바른뒤에 펴바르면 속부터 수분감을 채워 탄탄해지는 느낌이 들더라고요 민감한 피부에도 사용하기좋은 저자극이라 요즘처럼 외부자극 많은시기에 건조타파로 사용하기 너무좋아요,이름처럼 왠지 톡톡 바르면 수분감을 가득 전해주어 건조한 피부를 진정시켜 줄거 같은데 피부의 보습 성분을 지켜 보습장벽을 만들어주어 피부 밸런스를 유지할 수 있게 도와준답니다크림은 수시로 사용하기 편하게 튜브타입의 패키지로 되어 있어요,마스크착용때문에 피부가 많이 예민해져있었는데 병풀추출물이 함유되어 피부 진정에 좋았고 아쿠아크림이라 촉촉하다 자기전에 피부에 듬뿍 올려 진정팩처럼 사용하면 다음날 훨씬 피부가 진정된느낌이다,진짜 미라클 무엇보다 피부가 뒤집어지지 않아서 너무 좋았습니다ㅠㅠ 배송받고 약 2주간 매일 사용했는데 한 번도 뒤집어진 적 없고 오히려 아픈 큰 뾰루지들은 진정되었어요,흡수도 빠른 편이구요낮에는 수분크림으로 밤에는 슬리핑팩처럼 사용하라고 했는데 제 피부가 수분이 많이 부족한지 두껍게 올려도 슬리핑팩 느낌은 영 아닌 것 같아 아프게 올라온 뾰루지 스팟에만 두껍게 올리고 잤는데 일어나니까 다 들어가있었어요,,,,,
994,G,P11,S37,20003,0,지워,눈에,리무버,속눈썹,클렌징,6.63,4.24,3.13,2.93,2.92
995,G,P11,S37,20003,1,진짜 너무 좋아요ㅠㅠ 마스카라가 솔직히 클렌징폼으론 잘 안지워지잖아요,이거 사용하고 좀 있다가 세안하면 바로 지워지고 그냥 좋아요,잘 지워져요,엄청 잘 지워지고 눈에도 자극이 없어 몇년째 사용중인 강추템이에요,잘지워져요,,,,,
996,G,P11,S37,81446,0,지워,눈에,자극,리무버,워터프루프,7.23,6.85,4.18,3.93,2.46
997,G,P11,S37,81446,1,리무버 중 유명한 제품인데 성분도 순하고 세정력도 좋습니다,눈따가움이나 시림도 없고 아이라이너나 마스카라도 잘지워지는 편입니다,내 인생 최악의 화장품이거 쓰고 접촉성 피부염 생겨서 한동안 피부과 다님다른 리무버는 매일 써도 이런적이 없었는데사용하고 나면 피부가 너무 건조해지는데 그렇다고 그만큼 세정력이 강한것도 아니라 잘 지워지지도 않음진짜 너무 별로,라벨지가 너무 둘둘 붙어있어서 제대로 층이 섞인 건지 확인이 어렵고 성분이 순해서 그런지 드라마틱하게 지워지지는 않는다 장점은 성분이 순하고 자극이 없다,제가 써본 립앤아이리무버 중에서 진짜 제일 좋아요순하고 클렌징이 잘된다고 들어서 구매해봤는데 좋더라구요일단 층이 나눠져있어서 흔들어서 사용해야해요그리고 클렌징도 부드럽고 깨끗하게 지워주고 눈에 들어가도 하나도 안따가워요다만 닦고나서 오일층이 있다보니 오일리한 느낌이 좀 있어요그래도 추천합니다,,,,,
998,G,P12,S16,131689,0,탈모,거품도,머릿결이,시원,향도,6.86,5.07,3.02,2.91,2.84
999,G,P12,S16,131689,1,머리카락이 너무 빠지길래 구매해봣어요,거품도 잘 나고 두피쿨링 기능도 있어서 시원해서 좋았어요,향은 시원한 민트향,사용전후가 확실하게 차이나는 건 아닌데 이 샴푸로 감은 날은 머리카락이 덜 빠져요,두피가 뽀득뽀득해져서 기름진 두피에 딱이에요이거쓰고 머리가 덜빠진다는 느낌은 안들었지만 하루종일 뽀송한 머리가 지속되서 좋아요,,,,,
1000,G,P12,S40,148954,0,머릿결이,향도,효과,향은,모발,6.08,3.44,2.12,1.82,1.79
1001,G,P12,S40,148954,1,확실히 머리 빗을때나 만질 때 부들부들 매끈매끈하네요,다른 트리트먼트보다 꾸덕한 질감이고 냄새는 조금 진하기는 한데 씻어내리면 괜찮더라구요,용기 컬러도 예쁜 것 같아요,한번만 사용해도 머릿결 차분해지는거 확 느껴져요,트리트먼트 후 물로 헹궈낼때무터 부드럽습니다향이나 점성도 무난한 편이라 호불호 없을것같네요펌프형이 아니라서 조금 불편하긴 하지만 전반적으로 만족하는 제품이에요,,,,,
1002,G,P12,S40,18637,0,머릿결이,헤어팩,향도,효과,향이,6.41,4.11,3.45,2.59,1.84
1003,G,P12,S40,18637,1,이거 쓰면 머리가 진짜 찰랑찰랑해져요,사용하면 확실히 머릿결이 부드러워진 게 느껴져요,사용감도 편해요,끝에만 샤워할 때 발라주고 5분 정도 방치하면 확실히 머릿결이 부드럽고 걸리는 게 없어져서 좋아요,무난하고 질 좋은 제품 냄새는 그다지 안 나는 것 같아요,,,,,
1004,G,P12,S40,108772,0,머릿결,바르고,좋아,드라이,효과,4.91,3.66,2.74,2.74,2.53
1005,G,P12,S40,108772,1,시중에서 판매하는미용실제품 제외 헤어제품중에서 전 가장 효과봤어요,저는 효과많이 보고 요즘 너무 좋아하는 제품입니다,미용실에서 크리닉을 받아도 진짜금방 원래 머릿결로 돌아간다니까 미용실서 바르는 트리트먼트를 추천받아 사용한건데 일반 트리트먼트 쓸때보다 확실히 더 오래간다고 느꼈어요,머리 드라이 전에 바르면 좋아요이거랑 딜라이트풀 오일 같이 쓰니까 효과가 배로 좋네요,여기 리뷰보고 예전에 샀는데 확실히 안한거랑 한거랑 차이가 진짜 오짐 이거없으면 이제 머릿결 회복 안될정도 ㅇㅇ 근데 이게 진짜 단점이 있는데 손으로 쫌 짜서 머리에 바르면 손에 계속 남음 물로 닦아도 잘 안지워져서 좀 찝찝함,,,,,
1006,G,P12,S40,65073,0,오일,머릿결,향이,바르고,헤어,4.56,4.15,3.97,3.38,2.85
1007,G,P12,S40,65073,1,향도 좋고 무거워서 극손상모가 쓰기에 좋아요근데 잔여감이 있는건지 머리 자주 만지면 건성인데도쉽게 떡지는 것 같아서 별 하나 빼요ㅠㅠ패키지가 너무 무거워서 리뉴얼 좀 되길 바랍니다,후기도 좋고 가격대도 있는 편이고 브랜드도 많이 알려진 브랜드라 정착하고 싶어서 바꿨는데 너무 기름지고 무거워요장점1고정력과 머릿결 개선은 효과 있는 것 같다2펌프 형식이라 사용하기 편하다단점1개인적으로 기름기 많은 무거운 제형의 오일은 싫어하는데 약간 겉도는 듯한 느낌이 많다2흡수되는 것보다 손에 잔뜩 묻어서 닦아내는 양이 많다3리뷰들 내용처럼 효과가 뛰어나진 않다,머리에 고데기랑 파마 때문에 개털이었을때 잘 썼던 아이 냄새도 나쁘지않고 기름져서 좋았다,향은 미끄러운 오일 냄새지만 머릿결은 엄청 좋아져요,향은 제 스타일이 아니지만요거 바르고 드라이하면 엉킴도 덜하고 말리고 나면 푸석하덤 머리칼이 그나마 촉촉 부들해요,,,,,
1008,G,P12,S49,6590,0,헤어라인,팡팡,있어요,이마,커버,4.59,4.39,2.17,1.72,1.59
1009,G,P12,S49,6590,1,헤어라인 새도우 마몽드제품 괜찮아요새치커버도 되고 머리 보정도 되고 색상별 있어서 좋아요염색도 잘됩니다새치머리  하기엔 ?용량이 적은편 많이 사용하시는분들 한달 가기엔 힘듭니다,헤어라인에 머리숱이 없어서 고민고민하다가알아보고 자연스러우면서 효과도 좋다고 하길래덥석 구매를 눌러서 사게 됐는데 정말 좋아요ㅜㅜ고민할 필요가 없다는 걸 써보고 느꼈어요다들 고민하시는 분들 계시면 고민하지 마시고얼른 늦기 전에 구매하세요짱 좋아요???,결론적으로는 이팡팡이를 쓰려면 어느 정도의 잔머리가 있어야 더 자연스러운 것 같아요저는 헤어라인이 깔끔한 편이어서 엄청 자연스럽지는 않았습니다,색상 선택 잘 해야 할 것 같아요,가르마를 한쪽으로 타다 보니까 항상 빈 부분이 생기는데 거기를 아주 자연스럽고 말끔하게 채워주는 효자템이에요사진이나 영상 촬영 있을 때는 꼭 챙겨가는 필수템입니다,,,,,
1010,G,P10,S34,142504,0,전체,눈가,주름,촉촉하고,발림성,3.1,2.59,1.71,1.64,1.63
1011,G,P10,S34,142504,1,아이크림을 따로 쓰기 귀찮아 잘 안 바르는데이 제품은 얼굴 전체에 바를 수 있는 크림인데다튜브형이라 사용하기에 편해요건성인 제 피부에 바르면 유분감도 있어서 겨울에 쓰기도 괜찮고요 다만 지성인 분들은 약간 부담스러울 수도 있겠네요,눈 주름이 많아서 아이크림을 어렸을 때부터 썼는데 이게 제일 효과가 좋습니당,향기도 은은하고 가격대에 비해서 가성비가 좋은 거 같아요눈에 띄는 효과는 아직 보지 못했지만 계속 쓰기에도 나쁘지 않을 거 같아요,부모님과 함께 눈가주름 팔자주름을 관리하기 위해서 사용하고 있어요,아이크림은 약간의 텁텁함이 느껴져서 화장 전이나 아침에는 잘 사용하고 있진 않아요ㅠ 하지만 자기 전이나 그 날 화장을 지우고 난 후에는 수시로 발라 주고 있답니다,,,,,
1012,G,P10,S34,149302,0,눈가,마사지,갈색병,나이트,에스티로더,4.48,3.03,2.6,2.53,2.36
1013,G,P10,S34,149302,1,제형이 가벼우면서도 묵직해서눈가나 팔자주름쪽 바르기 딱 좋아요비립종 걱정 안해도 되게 흡수도 빠른 편이고너무 무거운 느낌이 아니라 맘이 편했어요유분감도 수분감도 낭낭한 제형이고 발림감도 좋고무엇보다 이 제품은 봉처럼되어있는 부분으로마사지하면서 바를수 있는점이 너무 좋아요봉 부분이 엄청 시원해서 쿨링 효과가 제대로입니다눈가 부분이 즉각 시원해지는게 너무 힐링이예요,발라보는데 크림보다 훨씬 사용감이 좋네요에스티로더 아이크림을 영양크림 같이 꾸덕한 제품 젤크림 같은 가벼운 제품 다 발라봤지만 바르고 나면 눈밑이 답답하고 무거워서 잘 안발랐어요이 제품은 가볍고 흡수가 잘 되면서도 촉촉함은 오래가는 편이라 좋았어요특히 손가락으로 바르면 더 자극도 되고 손가락피부가 다 흡수하는 느낌이었는데 봉으로 마사지 해주면서 바르니 손가락으로 바르는 것보다 여러면에서 더 좋았습니다한겨울엔 보습감이 어떨지 모르겠지만 봄 여름 가을엔 만족하며 쓸 수 있겠네요,무겁지 않고 꾸덕하지 않아서 지금 바르기에도 좋아요향은 무난하구요,또한 그 어플리케이터로 문질문질한다음에 다시 집어넣으면 위생적으로 좀 찝찝할거같아서ㅜ 이게 좀 아쉽네요첫단계로 바르던가 그래야겠어요주름개선효과는 오래 사용한게 아니라서 아직은 모르겠습니다선물용으로는 고급스럽고 좋아보여요,특이하게 어플리케이터가 있어서 그걸로 문질문질해서 피부온도도 내리게 한다고 하는데 요즘 더워서 그런지 시원하진 않았어요,,,,,
1014,G,P10,S34,143063,0,아이크,주름,아니라,눈가,제형이,3.3,2.96,2.86,2.44,2.23
1015,G,P10,S34,143063,1,꾸덕함 저리가라 보송함 정말 꾸덕하지 않아서 좋아요보송보송하게 처리되는 게 정말 좋습니다ㅜㅜ,흠  걍 30대 후반부터는 기능성 사야하려나봐요 쫀쫀허지도 않고 그냥 수분크림 바르면 되지 구지 이 제품을 쓸 필요는 전혀 느껴지지 않았어요,이미 생긴 주름은 아무리 좋은 화장품을 발라도 다시 펴지진 않는것같아요ㅠㅠ 그래도 주름을 예방한다 생각하고 발라요,뭔가 영양감이 꽉 차있으면서 주름이 쫙쫙 펴질것 같은 느낌이지만 잘 모르겠어요,아이크림은 없애는 용이 아니라 예방용이라고 하니자극적이지 않게 주름 관리를 할 수 있는 것만으로도 다름 만족입니다,,,,,
1016,G,P11,S37,143833,0,클렌징,지워,세정력,설문단,피지,4.82,4.42,3.27,2.36,2.26
1017,G,P11,S37,143833,1,진짜 너무너무 만족하고 화장 지울 때 매일 사용해서 지웁니당 이걸로 1차 지우고 세정해서 사용하고 있어요,선물받아서 사용하는 중인데 메이크업 진짜 잘지워져요,색조까지 잘 지워짐 미끄덩거리기때문에 폼클로 한번더 씻어주는게 좋아요,단점은 미끌거려서 이중세안 해야하고 가격이 쫌 비싸다는거 그외 사용잘하고있습니다,세정력도  좋고 손으로 원하는만큼만 딱 덜어서 쓰니 양도 많구요,,,,,
1018,G,P11,S37,12609,0,클렌징,자극,지워,워터,세정력,5.25,3.54,3.39,2.43,2.35
1019,G,P11,S37,12609,1,다 써가는데 재구매할꺼에요파데 얇게 깔은 가벼운 화장은 잘 지워져요,굉장히 순한데 세정력이 나쁘지도 않고 향도 은은하게 나서 사용하는 동안 잘 사용했었네요,클렌징 워터가 필요해서 저렴한 가격에 구매했고닦아내고 이중세안 하는식으로 사용했어요클렌저임에도 당김이 없었고 촉촉함이 남았구요은은한 향도 느껴져서 만족했습니다,그린티라 향도 굿굿,학생 때 정말 많이 썼던 클렌징 워터 무난무난을 제품으로 만들어내면 이런 느낌 트러블도 안나고 세정력도 좋았고 가격도 착하고 다 좋았던 제품,,,,,
1020,G,P11,S37,26968,0,클렌징,지워,자극,티슈,리무버,8.54,4.97,4.93,4.5,1.9
1021,G,P11,S37,26968,1,마스카라는 정말 안 지워지지만 베이스와 섀도우까지는 정말 잘 지워지고시트가 자극적이지 않아서 여행다닐때 들고 다니기 좋았어요각질정리할 수 있는 성분이 들어가서 이거 쓰고 나면 피부 결이 맨들맨들해져서 집에서도 가끔씩 씁니다,클렌징 패드 워터 이런 간편 클렌징 류 중에서는 이게최고에여 잘 지워지면서도 건조하지않게 마무리됩니다,포인트 메이크업까지 아주 잘 지워져요,비페스타 클렌징라인 중에서 제일 잘쓰는템간편하고 빨리 화장을 지우고 싶을때수정화장 하고싶을때 구비해두면 좋아요,왠만한 아이메이크업이나 립 피부 다 지워졌어요,,,,,
1022,G,P11,S37,136932,0,클렌징,지워,촉촉하고,자극,티슈,3.38,2.97,2.73,2.57,2.19
1023,G,P11,S37,136932,1,와 이거 양도 진짜 많고 정말 오래써요그리고 한장가지고 눈화장부터 피부화장까지 정말 깔끔하게 싹 지워줍니다클렌징시트중애 어중간하게 막 물만 많고 눈에들어가먄 눈따갑고 지워지지느 ㄴ않는 애들 만흥ㄴ데얘는 적당하게 정말 깔끔하고 그리고 눈 안따갑게 잘지워줘요,포인트메이크업까지 깔끔하게 그리고 지우고나서도 피부자극도 덜하고 트러블 안나요제가 써본 클렌징시트중애서는 얘가 제일 좋았어요,화장은 지워야하고 주변에 올영이고 뭐고 없어서ㅠㅠ 편의점 들어가서 용기를 내어 급하게 산건데 넘나리 잘지워지지 뭐예요,이건 나만 알수없다 해서 글픽 들어오니 역시ㅋㅋ 나한테만 좋은게 아니었군아ㅎ 잘지워져요,포인트메이크업도 성분도 나쁘지 않은지 트러블하나 없었습니다,,,,,
1024,G,P11,S37,130697,0,지워,눈에,클리오,리무버,클렌징,3.0,2.8,2.37,2.33,1.83
1025,G,P11,S37,130697,1,확실히 속눈썹에 자극없이 지우기 좋아요가끔 마스카라가 제대로 안지워저서 눈밑에 착색되곤하는데이거 사용하면 그런 걱정 없어요 ㅎㅎ,눈가 살짝 예민한 편평소에 마스카라만 잘 안지워져서 눈 뻑뻑 닦아야하는 불편함이 있었는데 주변에서 강력 추천해서 써봄 봉이 위생적으로 쓸 수 있게 플라스틱인 점이 제일 맘에 들었다,묽고 반투명한 하얀 액체이고 지워짐 좋고 눈시림 아직까지 없음,말해뭐해 짱 좋아요어플리케이션도 솔타입이 아닌 플라스틱으로 되어있어서 마스카라 잔여물이 남아있어도 물티슈로 지워서 다시 깔끔하게 사용할 수 있어서 좋았습니다마스카라뿐만 아니라 고정력이 강한 아이라너를 지우는데도 효과적이었어요마스카라 전용 리무버들 중에서는 눈 자극도 약한 편이라서 사용하는데 큰 문제 없었습니다가격도 괜찮은 편이었어요,무엇보다 강력한 제품을 최소한의 액으로녹여서 눈에 자극 안되서 좋아요,,,,,
1026,G,P11,S37,97694,0,리무버,지워,눈에,바닐라코,자극,4.01,3.59,2.96,2.9,1.88
1027,G,P11,S37,97694,1,바닐라코 립앤아이 리무버는 워낙 유명한데저는 씬님이 추천해서 쓰기 시작했어요살짝 유분감이 남는데 세정력이 완전 깔끔하고 좋아요향도 부담스럽지 않고 세일할 때 구매하세용,뷰티유튜버 유트루 추천으로 사서 써보게 되었어요눈이 안시리기도하고 세정력도 좋아요미끈거리는게 없다고 추천하시긴했는데 미끈거리지 않는지는 잘 모르겠네요ㅋㅋ하지만 무난하고 순해서 대용량으로 사서 쓰면서도 만족하고있습니다,자극없이 잘지워져요,특히 마스카라 지울때 화장솜에 뭍혀서 5초정도 살며시 덮혀노으면 한번에 말끔히 지워져서 편하게 사용하네요,마스크를 써서 눈화장에 더 신경쓰는데 지울때도 편하게 사용할수 있어서 요즘 잘쓰고 있네요,,,,,
1028,G,P11,S37,89602,0,지워,리무버,눈에,가격,미샤,5.85,5.62,2.97,2.05,1.74
