SITE_GUBUN,PART_GROUP_ID,PART_SUB_ID,PART_ID,REVIEW_DOC_NO,REVIEW,LABELING,SPLIT_NO
G,P09,S22,22784,RVD-220317-0206991,잘 되어있어서 안심하고 사용 가능했습니당백탁  개인적으로 이게 제일 좋아용 그냥 자연스럽게 아주 살짝 하애진다고 해야하나 그냥 더도 말고 아주 자연스럽게,"[('효과', '백탁')]",3
G,P09,S22,145414,RVD-220317-0206984,제일 잘 사용하는 선크림 수분크림처럼 부드럽고 촉촉한 사용감이라서 부담 없이 편하게 바를 수 있어요,"[('발림성', '부드럽'), ('보습력', '수분'), ('보습력', '촉촉'), ('기타', '편하')]",1
G,P09,S22,145414,RVD-220317-0206984,가을 겨울 건조한 시기에 딱 좋았고 여름에는 한 번 지켜보려구요,[],2
G,P08,S47,141181,RVD-220317-0206955,솔테라피 솔티 허니 바디 스크럽은 피부가 정말 매끄러워져요,[],1
G,P08,S47,141181,RVD-220317-0206955,뭐 당연한 메인 기능이겠지만요 최근에 바디 스크럽에 완전 빠져들어서 이것저것 사용해보고 있는데 이 제품은 강한 향을 싫어하시는 분들께 좋을 것 같아요,[],2
G,P08,S47,141181,RVD-220317-0206955,아주 은은한 꿀과 오일이 섞인 향이 나는데 거의 느끼지 못할 정도거든요,"[('향', '향이'), ('향', '은은한')]",3
G,P08,S47,141181,RVD-220317-0206955,샤워 직후에도 향이 아주 살짝 느껴지다가 사라집니다,"[('향', '향이')]",4
G,P08,S47,141181,RVD-220317-0206955,각질이 많은 발같은 부위엔 물을 조금 묻혀서 사용하면 더 강한 효과를 볼 수있고 민감한 부위엔 물을 더 묻히면 부드러워져서 강약을 조절할 수 있다는 점에서 소금 스크럽의 장점이 있습니다 만족하실 거예요?,"[('효과', '각질'), ('효과', '효과'), ('효과', '민감')]",5
G,P08,S47,141181,RVD-220317-0206949,파룸체험단솔 테라피 솔티허니바디 스크럽250ml25000원성분에 민감한 임산부도 쓸수 있어요닭살피부인그로운헤어안쪽으로 자라는 털건성피부ok향에 민감해도 호불호없이 사용찹쌀떡 스크럽 으로 유명한 솔티 바디스크럽은 향과 성분에 따라 5종이 출시됐어요1허니바디벌꿀향2코코바디오렌지향3쑥바디라벤더향4콜바디장미향5라이스바디일랑일랑꽃향용량은 250ml500ml저는 솔티 허니 바디 스크럽을 만났는데요레몬껍질오일과 벌꿀성분이 어우러져은은한 향을 뽐내며피부활력을 케어할 수 있는 스크럽이에요필름지를 떼어내면스파출러가 스크럽제품 안에 숨겨져 있어요건성피부에 닭살이라 저는 사계절 내내 때수건을 달고 살아요ㅎㅎ갈질제거를 해주지않으면 곧바로 하얗게각질이 눈에 띄거든요사용법주12회 바디워시를 사용한후물기가 있는 상태에서 스크럽제를23분정도 마사지 한후 미온수로헹구면 됩니다다른 스크럽제품도 페이스용이나 바디용을쓰더라도 스크럽제품의 큰 단점은물리적으로 각질을 제거해서자극이 된다는 점이에요입자가 크거나 잘 녹지 않아피부가 더 빨개지고 오래 마사지하면상처까지 남는경우도 있어솔직히 스크럽제품은 자주 찾아쓰지 않았어요이번 솔티 허니 바디스크럽제품은이런 저의 닭살건성피부에 걸맞게맞춤형으로 나온 스크럽제품이였어요입자가 작고 오일이 들어가마사지할때 자극이 덜했고매끈하고 부드럽게 손길이 가서편안했답니다그 오일성분이 피부에 촉촉하게 얹어져수분감이 느껴져 각질이 제거된 느낌이였어요은은한 레몬향도 마음에 들었고나머지 4타입도 향과 다른성분골고루체험해보고픈 욕심이 생기는데요온가족이 편하게 사용할수 있는 스크럽제품이랍니다찹쌀떡스크럽?천일염바디테라피?저자극바디스크럽?온가족바디스크럽?올리브영바디스크럽파우더룸이벤트httpsbitly3iKwVHj,"[('발림성', '부드럽'), ('지속력', '오래'), ('보습력', '수분'), ('보습력', '촉촉'), ('끈적임', '매끈'), ('효과', '각질'), ('효과', '자극'), ('효과', '생기'), ('효과', '민감'), ('향', '향도'), ('향', '은은한'), ('기타', '편하')]",1
G,P08,S47,41439,RVD-220317-0206948,더 컴포터는 분홍 보랏빛의 색감이 진하고 곱네요풍선껌 같은 향이 나요더 컴포터는 버블 바라 촉촉함이 덜할 줄 알았는데 더 컴포터만으로도 충분히 촉촉했어요버블 바인 더 컴포터  뭐니 뭐니 해도 입욕제는 거품이 풍성해야죠 버블 바이지만 충분히 촉촉해서 추천합니다,"[('보습력', '촉촉'), ('거품력', '거품'), ('거품력', '버블'), ('효과', '풍성'), ('향', '향이')]",1
G,P08,S47,92156,RVD-220317-0206938,향이 너무 좋고 지속력도 꽤 오래가는거같아요,"[('지속력', '지속'), ('지속력', '오래'), ('향', '향이')]",1
G,P08,S47,92156,RVD-220317-0206938,은은하게 남아서 좋고 디자인도 귀여워요,[],2
G,P08,S47,46617,RVD-220317-0206935,향이 너무 너무 좋아요,"[('향', '향이')]",1
G,P08,S47,46617,RVD-220317-0206935,고급진거같으면서도 상큼하고 상쾌한 향이랄까  향도 오래지속되고 좋아요,"[('지속력', '지속'), ('지속력', '오래'), ('향', '향이'), ('향', '향도')]",2
G,P08,S46,12953,RVD-220317-0206929,향은 물론 좋고 매끈해지고 부드러운 느낌이여서 넘 잘 사용하고있어요,"[('끈적임', '매끈'), ('향', '향은')]",1
G,P08,S46,3136,RVD-220317-0206927,이거 진짜 너무 좋아요,[],1
G,P08,S46,3136,RVD-220317-0206927,미끄러움도 전혀 없고 보습감 짱짱해요,"[('보습력', '보습')]",2
G,P08,S46,3136,RVD-220317-0206927,무엇보다 냄새 와 ㅎㅎ다들 핸드크림 냄새 좋다고 난리난리잔여물이 전혀 남아있지 않아 진짜 계속 자주 바르게 되더라구요,"[('향', '냄새')]",3
G,P08,S46,3136,RVD-220317-0206927,카밀 자체가 핸드크림으로 유명한데여기에 향까지 좋으니 강력 추천 드려요,[],4
G,P08,S46,113997,RVD-220317-0206924,저는 올영에서 주는 생일 선물로 제품 접하게 됐는데요이날 핸드크림 삿는데 생일 선물이 핸드크림인 거 미리 알앗더라먄 좋앗을텐데 싶더라구요ㅋㅋㅋㅋ일단 향은 다른 리뷰들처럼 생화향 혹은 꽃집향이 나요생각보다 향이 좋앗어요그리고 작아서 휴대하기 좋고 사무실에 놓고 쓰기 좋아요단점으로는 보습력이 기대 이하라는 거에요향 위주로 보시는 분들은 사봐도 좋을 것 같고보습력 위주로 보시는 분들은 걸르세요,"[('보습력', '보습'), ('향', '향이'), ('향', '향은')]",1
G,P08,S46,149474,RVD-220317-0206922,향이 참 오묘합니다,"[('향', '향이')]",1
G,P08,S46,149474,RVD-220317-0206922,달달구리하지도 진하지도 꽃향같지않은꽃향같은 향입니다일단 패키지에서 점수 따거들어간제품입니다 가격대가 있지만향과 보습이 좋다면 포기할수있었습니다,"[('보습력', '보습')]",2
G,P08,S46,149474,RVD-220317-0206922,무난한 핸드크림입니다,[],3
G,P08,S46,149474,RVD-220317-0206922,흡수력보습 다 좋습니다,"[('보습력', '보습'), ('보습력', '흡수')]",4
G,P08,S46,41403,RVD-220317-0206920,호불호 안갈릴 향이에요,"[('향', '향이')]",1
G,P08,S46,41403,RVD-220317-0206920,근데 저는 이향이 왜이렇게 질리죠 ㅋㅋㅋㅋㅋ그리고 핸드크림 뚜껑이 너무 별로에요 ㅠ,"[('향', '향이')]",2
G,P08,S46,41403,RVD-220317-0206920,작아서 닫기 짜증나뇽 저는 이거보다 갈색 리커버리토탈인가 그게 더 좋아서 그것만 사써요 이제는,"[('커버력', '커버')]",3
G,P08,S46,97899,RVD-220317-0206918,진짜 무향임발림은 좋으나 보습이 유지된다기보다는 한번더 발라줘야하나 이런느낌입니다 가격 순하고자극없고향싫어하시는 분들에게는 좋을템입니다개인적으로 저는 별로였어요향이 진짜없어서 ㅋㅋㅋ,"[('발림성', '발림'), ('발림성', '발라'), ('지속력', '유지'), ('보습력', '보습'), ('효과', '자극'), ('향', '향이'), ('향', '무향')]",1
G,P08,S46,98881,RVD-220317-0206917,다좋다고 리뷰많이 올라와있어서 구매했으나 통을 열기 너무나도 귀찮고 약간 흡수가 안되는 느낌이드는 제품이었습니다 가격은 크게 부담되지는않으나미끄덩거림이 지속되는 느낌입니다,"[('지속력', '지속'), ('보습력', '흡수')]",1
G,P08,S46,98881,RVD-220317-0206917,악건성들 쓰시기는 무리가 없을것같아요,[],2
G,P08,S46,8778,RVD-220317-0206916,비싼 값을 하는 느낌 사실 본인 만족이 큰 것 같으나 대용량에 알갱이도 좋고 세정력도 좋아용선물용으로 딱인 것 같습니다,"[('거품력', '세정')]",1
G,P08,S46,109920,RVD-220317-0206912,20대 후반으로 갈수록 손이 점점 건조해지고 트는데 또 손이 미끄덩 거리는 느낌이 싫어서 핸드크림을 잘 사용안하게되더라구요ㅠ근데 이 제품은 촉촉하고 흡수도 잘 되어서 핸드크림의 필요성을 충족시켜주는 제품이에요,"[('보습력', '흡수'), ('보습력', '촉촉')]",1
G,P08,S46,109920,RVD-220317-0206911,거칠고 건조한 손에 끈적이지 않게 보습감을 주는 핸드크림이에요다른 핸드크림도 많이 쓰곤 하지만 요게 손이가는게 끈적임이 없어서 인것 같아요,"[('보습력', '보습'), ('끈적임', '끈적')]",1
G,P08,S46,109920,RVD-220317-0206911,그렇다고 보습감이없거나 날라가는 수분 느낌은 아니에요그리고 냄새가 조금 특이해요,"[('보습력', '보습'), ('보습력', '수분'), ('향', '냄새')]",2
G,P08,S46,109920,RVD-220317-0206911,신기한  아무튼 발림성 좋고 안 끈적이는 핸드크림 찾으신다면 이거 사세요,"[('발림성', '발림'), ('끈적임', '끈적')]",3
G,P08,S46,109920,RVD-220317-0206910,닥터자르트에 있는 대부분의 제품이 흡수력이 빠르고 촉촉함의 유지가 오래 가더라고요 핸드크림 특유의 끈적거림을 싫어해서기대하며 구매해봤는데 역시나 흡수력과 촉촉함 모두 좋습니다향도 나쁘지 않아요,"[('지속력', '오래'), ('지속력', '유지'), ('보습력', '흡수'), ('보습력', '촉촉'), ('끈적임', '끈적'), ('향', '향도')]",1
G,P08,S46,109920,RVD-220317-0206909,핸드크림은 이게 최고예요향 좋은 핸드크림도 좋지만 자주 손을 씻고 씻을때마다 바르다보니 매번 과하단 생각이 들거든요,[],1
G,P08,S46,109920,RVD-220317-0206909,이건 무향이라 부담스럽지않은데 보습도 잘되고 발림성도 좋아요,"[('발림성', '발림'), ('보습력', '보습'), ('향', '향이'), ('향', '무향')]",2
G,P08,S46,109920,RVD-220317-0206908,부드럽게 잘발리고 끈적임없이 촉촉해서 좋습니다,"[('발림성', '부드럽'), ('발림성', '발리'), ('보습력', '촉촉'), ('끈적임', '끈적')]",1
G,P08,S46,109920,RVD-220317-0206907,끈적임 없고 무색무향이라서 너무 좋아요,"[('끈적임', '끈적'), ('향', '향이'), ('향', '무향')]",1
G,P08,S13,110728,RVD-220317-0206904,시원하다 호랑이연고 마사지용색있는거 몇개 소장중인데 이것도 만만치 않게 시원해요마사지연고는 화하고 좋지만 흡수가 느린데 이건 흡수가 빨라요 대신 외출옷 입을때는 쓱 어려움 흡수 된다고 해도 옷에 향기가 찐하게 붙음,"[('보습력', '흡수'), ('효과', '시원'), ('향', '향기')]",1
G,P08,S13,33645,RVD-220317-0206898,평소에 입술이 정말정말 건조해서 주변에서도 관리좀하라고 많이 들어왔는데 다른립밤은 다 비슷비슷했던거같아요,[],1
G,P08,S13,33645,RVD-220317-0206898,자기전에듬뿍발라도 자고일어나면 별다른변화가 없었는데 이건 밤에 스킨케어하면서 바르고 내일아침일어나면 정말 촉촉해요,"[('발림성', '발라'), ('보습력', '촉촉')]",2
G,P08,S13,102413,RVD-220317-0206894,가격도 저렴한데 정말 정말 좋아요,[],1
G,P08,S13,102413,RVD-220317-0206894,꾸덕하지 않고 굉장히 오일리하고 미끈한 편인데 입술 뿐만 아니라 손톱 옆이라든가 발목 뒷부분이라든가 여기저기 튼 곳에 바르기 무난해요,"[('발림성', '바르기')]",2
G,P08,S13,102413,RVD-220317-0206894,입술에 바르기에는 보습력이 조금 부족하다고 느낄 수 있어요,"[('발림성', '바르기'), ('보습력', '보습')]",3
G,P08,S13,98222,RVD-220317-0206890,보습감은 단독으로 쓰는거보단 바디로션에 섞어쓰는걸추천해요평소 몸이 좀 건조하다싶을때 단독으로바르면 꾸덕지고 기름진 오일타입이 아니라그런지흡수도빠르고 바로 옷입어도 찝찝함이 없어 단독사용감도나름 좋았습니다가격은 착하지않지만 막쓰는데도 양이 줄지를않아요이거 향이 처음엔 별로인가싶었는데지날수록 발향이 넘 좋았습니다비오는날  풀잎에서 나는 냄새여튼 냄새맡으면 순간힐링이 됩니다바디로션에 섞어바르면 담날까지도 보들보들합니다확실히 로션만바를때보단 보습감이 올라가네요재구매 의사가 있을정도로 저는 맘에듭니다세일할때를 노려야겠어요,"[('보습력', '보습'), ('보습력', '흡수'), ('향', '향이'), ('향', '냄새')]",1
G,P08,S13,1831,RVD-220317-0206889,바세린은 말해뭐해 아이템이죠,[],1
G,P08,S13,1831,RVD-220317-0206889,발이나 팔꿈치 각질제거에도 좋고 입술이 틀때면 립밤보단 바세린이 직방이더라구요,"[('효과', '각질')]",2
G,P08,S13,1831,RVD-220317-0206889,향수 쓸 때도 바세린을 사용하면 더 오래 향이 남는다길래 정말 다양하게 자주 쓰고 있어요,"[('지속력', '오래'), ('향', '향이')]",3
G,P08,S13,1831,RVD-220317-0206889,상처난 부위나 눈썹문신 부위에도 사용가능한 만능 아이템인 거 같습니다,[],4
G,P08,S13,1831,RVD-220317-0206888,만능 아이템 바세린                                            겨울에는 팔꿈치 등등 건조한 부위에 발라주면                  보들보들 보습 효과가 좋구요,"[('발림성', '발라'), ('보습력', '보습'), ('효과', '효과')]",1
G,P08,S13,1831,RVD-220317-0206888,평소에는 잘때 립밤 대용으로 제일 잘 쓰고 있어요,[],2
G,P08,S13,1831,RVD-220317-0206888,작은 립밤용 바세린도 있지만 크게 차이는 없더라구요,[],3
G,P08,S13,1831,RVD-220317-0206888,집에 하나쯤 있으면 든든 합니당 ㅎㅎ,[],4
G,P08,S13,19008,RVD-220317-0206884,건조해서 간지러운 부분에 발라주면 간지러움 줄어들어요얼굴에 각질 일어난 부분에도 덧발라주고 잘 두드려서 흡수시켜주면 잠시라도 안정된 상태로 있어요,"[('발림성', '발라'), ('보습력', '흡수'), ('효과', '각질')]",1
G,P08,S13,19008,RVD-220317-0206884,유분이 많아서 손이 끈적일 수 있어요,"[('보습력', '유분'), ('끈적임', '끈적')]",2
G,P08,S13,49581,RVD-220317-0206879,적당히 묽고 끈적이는거없이 매끈하게 발려서 완전보습보다는 촉촉하고 가볍게 바를수있는 순한로션입니다,"[('발림성', '발려'), ('보습력', '보습'), ('보습력', '촉촉'), ('끈적임', '끈적'), ('끈적임', '매끈')]",1
G,P08,S13,49581,RVD-220317-0206879,이거보다 초보습을 원하시면 회색의로션을 쓰세요,"[('보습력', '보습')]",2
G,P08,S13,49581,RVD-220317-0206879,향도 좋아요,"[('향', '향도')]",3
G,P08,S13,152919,RVD-220317-0206878,피부타입아토피가 있어서 바디 로션이나 바디크림에 신경많이 쓰는 편제형 및 발림성약간 묽은 제형으로 샤워 하고 나와서 슥슥 바르기 좋음소량으로 넓게 바를수 있어서 좋음,"[('발림성', '발림'), ('발림성', '바르기')]",1
G,P08,S13,152919,RVD-220317-0206878,흡수되는데 시간이 약간 걸리는 편보습감 아토피 피부기준으로 보습감이 오래가지는 않는듯원체 건조해서 그럴수도꾸덕함이 없어서 건조하신 분들은 애매할듯함편리성 및 위생 쭉쭉짜서 쓰는 제풀으로 위생적으며 편리함용량 350ml에 24000원원체 저렴하면서 보습력 좋은 애들이 많아서이점은 쪼금 아쉬움향향에 민감한 1인으로써? 풀향 같은게 있는데 거슬리진 않지만 예민할때 바르면 음 할정도재구매 의사,"[('지속력', '오래'), ('보습력', '보습'), ('보습력', '흡수'), ('효과', '민감'), ('기타', '편리'), ('기타', '위생')]",2
G,P08,S13,152919,RVD-220317-0206874,옅은 풀향이 나는 촉촉하고 산뜻한 바디로션이에요,"[('보습력', '촉촉'), ('끈적임', '산뜻'), ('향', '향이')]",1
G,P08,S13,152919,RVD-220317-0206874,지성이라 끈적이거나 유분기 있는 로션을 싫어하는데 이건 가볍고 흡수가 빨라서 잘 쓰고 있어요리치하지 않아서 건성분들이 쓰기에는 건조할 수 있고 풀향이 금방 날아가긴 하지만 호불호 갈릴 수 있어요,"[('보습력', '흡수'), ('보습력', '유분'), ('끈적임', '끈적'), ('향', '향이')]",2
G,P08,S13,152919,RVD-220317-0206874,전 불호,[],3
G,P08,S13,153645,RVD-220317-0206872,촉촉하고좋아요환절기에 갈라지는 몸피부에 너무좋습니다,"[('보습력', '촉촉')]",1
G,P08,S13,151674,RVD-220317-0206869,장말정말 무난무난한 제품 가벼운 로션제형이고 바른후 끈적이지 않음,"[('끈적임', '끈적')]",1
G,P08,S13,151674,RVD-220317-0206869,여름으로 넘어가는 환절기부터 정말 잘썼던 제품 바디트러블이 많이 나는 편인데 순한건지 다행히 몸에 트러블은 안났음,"[('효과', '트러블')]",2
G,P08,S13,151674,RVD-220317-0206869,그렇다고 피부 자체를 엄청 잘 진정시켜준다거나 그런건 없는 것 같음,"[('효과', '진정')]",3
G,P08,S13,151674,RVD-220317-0206869,그리고 로션을 많이많이 쓰는편인데 의외로 양이적음ㅠㅠ 정말 너무 빨리써서 뭔일인가 향도 안남ㅋㅋㅋㅋㅋㅋ은은하게 양이 난다고 했는데 정말 아무 냄새도 안남 혹시 향에 민감하거나 바디로션향을 싫어하는 분들에게도 문제 없을거 같음,"[('효과', '민감'), ('향', '냄새'), ('향', '향도')]",4
G,P07,S45,124735,RVD-220317-0206859,팔레트가 커서 들고다니기엔 조금 불편하다는 점은 있지만 음영 넣을 수 있는 색도 있고 그냥 섀도우 하기에도 좋아서 여러모로 쓰기 좋은 것 같애요,"[('기타', '편하')]",1
G,P07,S45,124735,RVD-220317-0206858,첫번째칸은 하이라이터로 쓰기에는 뭔가 입자가 큰 느낌이라서 애교살에 바르는데 예쁘더라구요,[],1
G,P07,S45,124735,RVD-220317-0206858,쉐딩도 여러가지라서 구역에 맞게 골라쓰기 좋고 브로우나 아이라인으로 사용할 수도 있어서 좋아요,[],2
G,P07,S45,96883,RVD-220317-0206847,블랙루즈라는 브랜드의 제품을 2번째로 구매한 제품이에요,[],1
G,P07,S45,96883,RVD-220317-0206847,첫번째로는 크림 마뜨 루즈의 틴트를 구매했었는데 너무 좋아서 믿고 구매하게 되었답니다먼저 이 제품은 색상이 무려 3개나 있어서 좋은 것 같아용 첫번째의 색상은 반짝거리고 하얀색이라 하이라이터 용으로 쓰면 좋고 나머지 두 색상은 브러쉬에 같이 섞어서 쉐이딩 용으로 쓰면 좋더라구요,"[('발색력', '색상')]",2
G,P07,S45,96883,RVD-220317-0206847,또 가격이 저렴하였어요,[],3
G,P07,S45,96883,RVD-220317-0206847,제 기억으로는 9000원대아마 9800원정도에 구매한 것 같은데 저렴해서 바로 질렀답니다?,[],4
G,P07,S45,96883,RVD-220317-0206847,또 외관은 투명색이라서 얼마나 사용했는지 이 제품이 무슨 제품인지 바로 알 수 있었고 동그랗고 아담해서 휴대성에도 좋았어요,[],5
G,P07,S45,96883,RVD-220317-0206847,또 발림성이 좋았어요,"[('발림성', '발림')]",6
G,P07,S45,96883,RVD-220317-0206847,발림성이 안좋은 컨투어링은 여러번 덧발라야하지만 이 제품은 그렇지 않았답니다,"[('발림성', '발림'), ('발림성', '발라')]",7
G,P07,S45,96883,RVD-220317-0206847,그다음으로는 제일 중요한 하이라이터와 쉐이딩의 효과 저는 개인적으로 너무 만족했어요,"[('효과', '효과')]",8
G,P07,S45,96883,RVD-220317-0206847,쉐이딩도 자연스럽게 되었고 하이라이터도 과하지않게만 바른다면 예쁘더라구요참고로 아이브로우로도 활용이 가능제가 쉐이딩용으로 사용하는 브러쉬가 안좋았을 수도 있지만 가루날림이 좀 있었어요,[],9
G,P07,S45,96883,RVD-220317-0206847,제품 안에는 무려 3개의 색상이 있었지만 얼굴이 좀 더 하얗거나 까만 분들도 자신의 피부톤에 맞게 선택을 할 수 있게 쉐이딩 용도의 색상이 다양했으면 좋겠다고 생각했어요,"[('발색력', '색상')]",10
G,P07,S45,96883,RVD-220317-0206847,또 3가지 색상이 한번에 있는 제품이라 큰 브러쉬를 사용하면 하이라이터용과 쉐이딩용이 섞여버리니까 그런 점도 불편했던 것 같아요,"[('발색력', '색상')]",11
G,P07,S45,96883,RVD-220317-0206847,붉은끼도 살짝 있는 것 같았고 장점이 될 수도 있는 외관이지만 단점이 될 수도 있어서 단점에도 외관에 대한 내용을 남겨요,[],12
G,P07,S45,96883,RVD-220317-0206847,외관은 앞서 말해드렸듯이 투명이였는데 저는 가격이 조금비싸도 괜찮으니까 쿠션처럼 거울이 같이 붙어있었으면 좋겠다고 생각했어요,[],13
G,P07,S45,96883,RVD-220317-0206847,밖에서 거울 안들고 다니면 수정하기가 좀 힘들더라구요ㅠㅠ 저렴한 가격으로 쉐이딩을 구매하고 싶으신 분들께 적극적으로 추천드려욤 또 하이라이터와 쉐이딩을 함께 같은 제품으로 사용하고 싶으신 분들께도 추천드리고 가루날림이 좀 있어서 이 부분에 대해 민감하신 분들께는 비추천드리는 제품이랍니다참고로 가운데 색상은 노즈쉐딩 아이섀도우로 사용하시고 마지막 색상은 턱선이나 헤어라인에 사용을 권장드려요,"[('발색력', '색상'), ('효과', '민감')]",14
G,P07,S45,127854,RVD-220317-0206841,몇호인지는 모르겠지만 좀 더 쿨하고 회끼도는 컬러 먼저 사용중이에요,"[('발색력', '컬러')]",1
G,P07,S45,127854,RVD-220317-0206841,연한 면적이 커서 자연스럽게 사용하기 좋고 섀딩 초보인 저한테는 딱이에요제가 못해서 사실 되는건지 아닌지 모르는데 기분만 내는 느낌 그래도 인위적인것보다는 나은것 같슴당,[],2
G,P07,S45,125188,RVD-220317-0206837,트러블 없고 향에 민감하지않고 성분에도 예민하지 않은 피부 입니다,"[('효과', '트러블'), ('효과', '민감')]",1
G,P07,S45,125188,RVD-220317-0206837,타입은 복합성 아니면 중성인데 볼에 홍조가 있고 전체적으로 피부는 밝은 편이고 여름쿨톤 입니다노란끼가 도는 웜한 쉬ㅣ딩 을  쓰다가 쿨톤이라 그레이 끼가 도는 쉐딩으로 바꿔봤습니다큰 차이는 모르겠지만 얼굴에 노란끼가 사라지니 조금 더 맑고 깨끗해 보이는 느낌이 드는 것 같아요발색은 웜타입이 더 진한것 같긴한더ㅣ전체적으로 얼굴에 더 잘 어우러지고 깨끗하고 맑은 느낌이 나서 만족합니다,"[('거품력', '깨끗'), ('발색력', '발색')]",2
G,P07,S45,146895,RVD-220317-0206833,제가 똥손인거겠죠ㅜㅜ 다들 자연스럽다는데 아래 색상 사용하면 너무 진해지는 것 같아서 위에 연한 색만 사용중이에욥,"[('발색력', '색상')]",1
G,P07,S45,146895,RVD-220317-0206832,다자인이 이쁘고 색도 적절해서 사용하기 편했어요,[],1
G,P07,S45,146895,RVD-220317-0206832,단순한 색인데 좋음,[],2
G,P07,S45,109356,RVD-220317-0206815,하이라이터는 클리오가 예쁘다고 주변에서도 많이 추천하고 인터넷 찾아보니 평도 괜찮은 것 같아서 샀는데 양 조절만 잘하면 진짜 너무너무 예뻐요 원래 하이라이터 귀찮기도 하고 맨날 잊어버려서 잘 안사용했었는데 이젠 거의 필수품이 되버렸습니다,[],1
G,P07,S42,86081,RVD-220317-0206814,그냥 평소대로 기초를하고 발랐는데 쿠션 바른지 시간이 얼마 지나지도 않은것 같은데 피부화장이 붕 따버리고 커버력도 다른제품들에 비해 조금 떨어지는것 같아요그냥 결론을 이야기하자면 모든면에서 평타에 조금 못미칩니다ㅠ,"[('발림성', '발랐'), ('커버력', '커버'), ('기타', '떨어')]",1
G,P07,S42,1260,RVD-220317-0206813,피부 밀착력이 좋아서 아무렇게나 쓱싹 펴 발라고 쏙 먹는 제품이라 추천합니다전 13호보다 밝은 겨쿨인데 너무 어둡더라고요 ㅠㅠ 제품력이 좋은 편이라 흰색 톤업크림과 믹스해서 사용하니 컬러는 대략 맞춤 ㅎㅎㅎ밝은 컬러가 나왔으면 좋겠어요,"[('발림성', '발라'), ('지속력', '밀착'), ('커버력', '밀착'), ('발색력', '컬러'), ('효과', '톤업')]",1
G,P07,S42,74950,RVD-220317-0206808,나만 알던 비비였는데 언제 이렇게 올라왔어몇년째 쓰고있어요단독으로는 안쓰고 파운데이션이랑 섞어바르는데용량도 많고 색도 괜찮은 것 같아요특별히 트러블도 안나고 피부표현도 괜찮은 것 같아서 굿굿입니당,"[('커버력', '표현'), ('발색력', '표현'), ('효과', '트러블')]",1
G,P07,S42,147917,RVD-220317-0206804,쿠에서 사서 발라봣는데 좋아요이거다 이거예요커버력은 어느정도 있으면서 바르고 나면 어쟤 화장한거야 안한거야헷갈리게 만들수 있음ㅋㅋㅋ 넘좋아여,"[('발림성', '발라'), ('커버력', '커버')]",1
G,P07,S42,133409,RVD-220317-0206797,브러시를 같이 준대서 구매했었습니다설화수기초라인은 잘쓰고있어서 구매를 했었는데요어후저는 이거 어케다쓰죠 ㅠㅠ 양조절이 매우중요한 제품이구요,[],1
G,P07,S42,133409,RVD-220317-0206797,좀 두껍게 발립니다,[],2
G,P07,S42,133409,RVD-220317-0206797,모공이 다보여서 너무속상했어요 ㅠㅠ,[],3
G,P07,S42,133409,RVD-220317-0206797,그래서 수분크림으로 조금 희석해서쓰니 조금 좋아지네요,"[('보습력', '수분')]",4
G,P07,S42,133409,RVD-220317-0206797,대신 장점은 컬러베리에이션이 매우 다양합니다13호사용중인데 컬러는 매우 만족했었어요오,"[('발색력', '컬러')]",5
G,P07,S42,145914,RVD-220317-0206792,역시 제가 수부지여서 그런가화장품 냄새도 너무 심하고 그렇다고 커버도 그냥 그렇고 찍힘 자국이 너무 심하고 1시간이 지났는데 벌써 뜨고  전 별로예요,"[('커버력', '커버'), ('향', '냄새')]",1
G,P07,S42,145914,RVD-220317-0206792,호불호가 살짝 있는거같네요,[],2
G,P07,S42,145914,RVD-220317-0206791,제 피부 타입은 복합성이고 그날 컨디션이나 계절에 따라 트기도 하고 기름기도 합니다,[],1
G,P07,S42,145914,RVD-220317-0206791,제가 이 제품을 오래 사용했었습니다,"[('지속력', '오래')]",2
G,P07,S42,145914,RVD-220317-0206791,그래서 사계절 다 사용해 보았는데 제 피부에는 겨울에 하얗게 트기도 했습니다,[],3
G,P07,S42,145914,RVD-220317-0206791,기초가 부족해서 일 수도 있지만요 이때 저는 건성인 줄 알고 이 제품을 구매했었습니다,[],4
G,P07,S42,145914,RVD-220317-0206791,바를 때는 촉촉합니다,"[('보습력', '촉촉')]",5
G,P07,S42,145914,RVD-220317-0206791,사이즈가 제가 지금까지 보았던 쿠션보다 작은 편이었는데 두꺼웠습니다,[],6
G,P07,S42,145914,RVD-220317-0206791,양도 꽤 많고 T존은 괜찮았는데 볼에서 많이 텄습니다,[],7
G,P07,S42,145914,RVD-220317-0206791,지성에게 좀 더 좋지 않을까 싶습니다,[],8
G,P05,S06,128832,RVD-220317-0206784,흠 솔직하게 색상빼면 장점이 뭔지 1도모르겠음,"[('발색력', '색상')]",1
G,P05,S06,128832,RVD-220317-0206784,그나마 비건이다,[],2
